"nome","partido","uf","cargo","sequencial"
"VERONICA DOS SANTOS","PSL","RJ","DEPUTADO ESTADUAL",190000000242
"WALESKA SANTOS ALVES DE SANTANA","PSL","RJ","DEPUTADO ESTADUAL",190000000243
"WENNEYDE ROSA CAVALCANTE LAGO","PSL","RJ","DEPUTADO ESTADUAL",190000000244
"LUZIA RODRIGUES","PSL","RJ","DEPUTADO ESTADUAL",190000000245
"DENISE VELLASCO DE LIMA","PSL","RJ","DEPUTADO ESTADUAL",190000000246
"AGUINALDO LUIS PEREIRA","SD","RJ","DEPUTADO ESTADUAL",190000000247
"ANDRE LUCIO SABINO","SD","RJ","DEPUTADO ESTADUAL",190000000248
"ABEILARD GOULART DE SOUZA FILHO","SD","RJ","DEPUTADO ESTADUAL",190000000249
"ANDREA DE JESUS ROCHA","SD","RJ","DEPUTADO ESTADUAL",190000000250
"ANTONIO CARLOS DE PAULO LOPES","SD","RJ","DEPUTADO ESTADUAL",190000000251
"ACHILLES ALMEIDA BARRETO NETO","SD","RJ","DEPUTADO ESTADUAL",190000000252
"ANTONIO MARCOS DE SOUZA","SD","RJ","DEPUTADO ESTADUAL",190000000253
"CARLOS ALBERTO LAVRADO CUPELLO","SD","RJ","DEPUTADO ESTADUAL",190000000254
"CARLOS ALBERTO LUIZ","SD","RJ","DEPUTADO ESTADUAL",190000000255
"CARLOS JOSÉ VANNUCCI","SD","RJ","DEPUTADO ESTADUAL",190000000256
"CLEIBE MANGE ESTEVES","SD","RJ","DEPUTADO ESTADUAL",190000000257
"IVO BISPO DOS SANTOS","SD","RJ","DEPUTADO ESTADUAL",190000000258
"JAILSON PEREIRA FRANCO","SD","RJ","DEPUTADO ESTADUAL",190000000259
"JOÃO LUIZ DE BARROS","SD","RJ","DEPUTADO ESTADUAL",190000000260
"JACYARA FRANCA NUNES","SD","RJ","DEPUTADO ESTADUAL",190000000261
"JOSÉ AUGUSTO BARRETO DA SILVA","SD","RJ","DEPUTADO ESTADUAL",190000000262
"JOSE ROBERTO GAMA DE OLIVIERA","SD","RJ","DEPUTADO ESTADUAL",190000000263
"PEDRO HENRIQUE FERNANDES DA SILVA","SD","RJ","DEPUTADO ESTADUAL",190000000264
"JOSIEL LEONARDO TATAGIBA","SD","RJ","DEPUTADO ESTADUAL",190000000265
"MARCO ANTONIO MOREIRA DO NASCIMENTO","SD","RJ","DEPUTADO ESTADUAL",190000000266
"MARCOS  FERNANDES DE ARAUJO","SD","RJ","DEPUTADO ESTADUAL",190000000267
"WAGNER DA COSTA GOMES","SD","RJ","DEPUTADO ESTADUAL",190000000268
"WAGNER LOPES DE SOUZA","SD","RJ","DEPUTADO ESTADUAL",190000000269
"SILVIO GRANADO PERES JUNIOR","SD","RJ","DEPUTADO ESTADUAL",190000000270
"SILVIA SIMONE DE MORAES GOMES BARRETO","SD","RJ","DEPUTADO ESTADUAL",190000000271
"LUIZ RENATO ALMEIDA","SD","RJ","DEPUTADO ESTADUAL",190000000272
"SILVIA REGINA DA SILVA FIGUEIREDO","SD","RJ","DEPUTADO ESTADUAL",190000000273
"SANDRA MARIA NASCIMENTO MELLO","SD","RJ","DEPUTADO ESTADUAL",190000000274
"ROGERIO DOS REIS MONTEIRO","SD","RJ","DEPUTADO ESTADUAL",190000000275
"JOSIVALDO DO NASCIMENTO SANTOS","SD","RJ","DEPUTADO ESTADUAL",190000000276
"JORGE CARLOS CALIXTO","SD","RJ","DEPUTADO ESTADUAL",190000000277
"CARLOS EDUARDO MOREIRA DA SILVA","SD","RJ","DEPUTADO ESTADUAL",190000000278
"LEANDRO MUSSI D'AVILLA","SD","RJ","DEPUTADO ESTADUAL",190000000279
"MAURO CÉSAR DE OLIVEIRA","SD","RJ","DEPUTADO ESTADUAL",190000000280
"RITA DE CÁSSIA GONÇALVES DE LIMA","SD","RJ","DEPUTADO ESTADUAL",190000000281
"ROSIMAR FERREIRA DE CARVALHO","SD","RJ","DEPUTADO ESTADUAL",190000000282
"ANTONIO PEREIRA DA SILVA","SD","RJ","DEPUTADO ESTADUAL",190000000283
"CARLA BATISTA MORELLI MARQUES","SD","RJ","DEPUTADO ESTADUAL",190000000284
"CARLOS DE OLIVEIRA  FERNANDES","SD","RJ","DEPUTADO ESTADUAL",190000000285
"DAISY CALÁBRIA ZANATTA VALENTE DA SILVA","SD","RJ","DEPUTADO ESTADUAL",190000000286
"DARZONE BORGES","SD","RJ","DEPUTADO ESTADUAL",190000000287
"DORGIVAL ALVES DE MOURA","SD","RJ","DEPUTADO ESTADUAL",190000000288
"EDNALDO BARROS DE SOUZA","SD","RJ","DEPUTADO ESTADUAL",190000000289
"ELIZETE LOPES CAVALCANTE","SD","RJ","DEPUTADO ESTADUAL",190000000290
"EVANDRO BEZERRA COSTA FERREIRA","SD","RJ","DEPUTADO ESTADUAL",190000000291
"FRANCISCA CELIA DE CARVALHO","SD","RJ","DEPUTADO ESTADUAL",190000000292
"FRANCISCO TAVARES SANTOS","SD","RJ","DEPUTADO ESTADUAL",190000000293
"GILSON FLORIDO DA SILVA","SD","RJ","DEPUTADO ESTADUAL",190000000294
"LUIS ANTONIO ATAIDE SANTIAGO","SD","RJ","DEPUTADO ESTADUAL",190000000295
"MARCELO COSTA ROCHA","SD","RJ","DEPUTADO ESTADUAL",190000000296
"MARCO ANTONIO LAGOS DE VASCONCELLOS","SD","RJ","DEPUTADO ESTADUAL",190000000297
"MARGARETH RAYMUNDO DA SILVA","SD","RJ","DEPUTADO ESTADUAL",190000000298
"MARIA DE FATIMA PEREIRA DE OLIVEIRA","SD","RJ","DEPUTADO ESTADUAL",190000000299
"MAURICIO JUNIO DE ARAUJO FERREIRA","SD","RJ","DEPUTADO ESTADUAL",190000000300
"MICHELLE DIORGIA DE CARVALHO FERREIRA","SD","RJ","DEPUTADO ESTADUAL",190000000301
"PAULO ROBERTO STUMBO","SD","RJ","DEPUTADO ESTADUAL",190000000302
"SEBASTIÃO FABIANO GONÇALVES","SD","RJ","DEPUTADO ESTADUAL",190000000303
"SILVIO RODRIGUES DE OLIVEIRA","SD","RJ","DEPUTADO ESTADUAL",190000000304
"WILLIAM LOZER DE SOUZA","SD","RJ","DEPUTADO ESTADUAL",190000000305
"MARCOS HENRIQUE FERREIRA","SD","RJ","DEPUTADO ESTADUAL",190000000306
"MARCELO DE SOUZA LESSA","SD","RJ","DEPUTADO FEDERAL",190000000307
"LUCIANA DIAS DE MOURA PAIVA LEIVAS","SD","RJ","DEPUTADO FEDERAL",190000000308
"LUCIO ROSA","SD","RJ","DEPUTADO FEDERAL",190000000309
"ALEX BERALDO ROCHA","SD","RJ","DEPUTADO FEDERAL",190000000310
"VALÉRIA DE OLIVEIRA SILVA MARTINS","SD","RJ","DEPUTADO FEDERAL",190000000311
"AMANDO GOMES DE AMORIM","SD","RJ","DEPUTADO FEDERAL",190000000312
"ALAN SILVA DOS SANTOS","SD","RJ","DEPUTADO FEDERAL",190000000313
"ADRIANO DA SILVA GUEDES","SD","RJ","DEPUTADO FEDERAL",190000000314
"ANDRÉ DE OLIVEIRA","SD","RJ","DEPUTADO FEDERAL",190000000315
"MARIA ANTONIETA DOS SANTOS","SD","RJ","DEPUTADO FEDERAL",190000000316
"MARCOS FERREIRA DE LIMA","SD","RJ","DEPUTADO FEDERAL",190000000317
"ROBERTO CARLOS RODRIGUES","SD","RJ","DEPUTADO FEDERAL",190000000318
"PAULO FERNANDES DE CARVALHO","SD","RJ","DEPUTADO FEDERAL",190000000319
"RODRIGO DAS NEVES FERNANDES","SD","RJ","DEPUTADO FEDERAL",190000000320
"WELLINGTON JOSÉ DA SILVA","SD","RJ","DEPUTADO FEDERAL",190000000321
"LUIZ ERNANI ALVES LACAILLE CALDAS","SD","RJ","DEPUTADO FEDERAL",190000000322
"ZORAIA CORREA GOMES","SD","RJ","DEPUTADO FEDERAL",190000000323
"FRANCISCO NAZARIO DA SILVA","SD","RJ","DEPUTADO FEDERAL",190000000324
"JONATAN FRANCISCO DOS SANTOS","SD","RJ","DEPUTADO FEDERAL",190000000325
"JOADIL RAPOSO MENDONÇA","SD","RJ","DEPUTADO FEDERAL",190000000326
"JONAS DE OLIVEIRA","SD","RJ","DEPUTADO FEDERAL",190000000327
"JOÃO DIAS","SD","RJ","DEPUTADO FEDERAL",190000000328
"JORGE HENRIQUE DA COSTA NUNES","SD","RJ","DEPUTADO FEDERAL",190000000329
"EDUARDO PEREIRA DE SOUZA","SD","RJ","DEPUTADO FEDERAL",190000000330
"JEFERSON EVANGELISTA CORREA","SD","RJ","DEPUTADO FEDERAL",190000000331
"ALAN LIMA DE ALMEIDA MELLO","PSL","RJ","DEPUTADO FEDERAL",190000000332
"ANA CLAUDIA CAVALCANTI","PSL","RJ","DEPUTADO FEDERAL",190000000333
"ANA MARIA PEREIRA DA SILVA","PSL","RJ","DEPUTADO FEDERAL",190000000334
"ANATÁLIA DOS SANTOS","PSL","RJ","DEPUTADO FEDERAL",190000000335
"ANDRE AFONSO SILVA","PSL","RJ","DEPUTADO FEDERAL",190000000336
"ANDRÉIA REBELLO MATTOS","PSL","RJ","DEPUTADO FEDERAL",190000000337
"ANTONIO CARLOS LUCAS","PSL","RJ","DEPUTADO FEDERAL",190000000338
"ANTONIO MANOEL DE SOUZA","PSL","RJ","DEPUTADO FEDERAL",190000000339
"ARLINDO DA SILVA RODRIGUES LOPES","PSL","RJ","DEPUTADO FEDERAL",190000000340
"ATILA ALEXANDRE NUNES PEREIRA","PSL","RJ","DEPUTADO FEDERAL",190000000341
"BRAZ PAULINO DA SILVA","PSL","RJ","DEPUTADO FEDERAL",190000000342
"CARLOS ALBERTO HERMÍNIO DE MORAES","PSL","RJ","DEPUTADO FEDERAL",190000000343
"CARLOS EDUARDO INACIO RIBEIRO","PSL","RJ","DEPUTADO FEDERAL",190000000344
"CEZAR PERES BARGA SOBRINHO","PSL","RJ","DEPUTADO FEDERAL",190000000345
"CLAUDINÉIA LAGE","PSL","RJ","DEPUTADO FEDERAL",190000000346
"CLAURIO MONTEIRO DE ARAUJO","PSL","RJ","DEPUTADO FEDERAL",190000000347
"CLOVIS JOSE PASSOS FILHO","PSL","RJ","DEPUTADO FEDERAL",190000000348
"CRISTIANI GALACHA FERNANDES","PSL","RJ","DEPUTADO FEDERAL",190000000349
"CRISTIANE RODRIGUES GUEDES","PSL","RJ","DEPUTADO FEDERAL",190000000350
"DEJANINE NASCIMENTO DA SILVA","PSL","RJ","DEPUTADO FEDERAL",190000000351
"EDNA SILVA DE LIMA","PSL","RJ","DEPUTADO FEDERAL",190000000352
"ELOIZANETH ALVES FRASSETTI","PSL","RJ","DEPUTADO FEDERAL",190000000353
"ERNANI BOLDRIM DE FREITAS LIMA","PSL","RJ","DEPUTADO FEDERAL",190000000354
"ERNESTO MARTINS DE CARVALHO","PSL","RJ","DEPUTADO FEDERAL",190000000355
"GILBERTO DE ATAIDE BARROSO","PSL","RJ","DEPUTADO FEDERAL",190000000356
"HANNA TAYNA CAVALCANTI","PSL","RJ","DEPUTADO FEDERAL",190000000357
"HELIO LEONEL MURILO FERNANDES PEREIRA","PSL","RJ","DEPUTADO FEDERAL",190000000358
"IGUARACIRA DE JESUS SANTOS MARINHO","PSL","RJ","DEPUTADO FEDERAL",190000000359
"IRVAIR BRANDÃO DE SOUZA","PSL","RJ","DEPUTADO FEDERAL",190000000360
"JAIRO FERNANDES","PSL","RJ","DEPUTADO FEDERAL",190000000361
"JORGE FERREIRA CAMPOS","PSL","RJ","DEPUTADO FEDERAL",190000000362
"JOSENILDO NOGUEIRA MACIEL","PSL","RJ","DEPUTADO FEDERAL",190000000363
"JOSÉ IMPERALINO MARTINS FERREIRA","PSL","RJ","DEPUTADO FEDERAL",190000000364
"JUCIARA RODRIGUES DE SOUZA","PSL","RJ","DEPUTADO FEDERAL",190000000365
"JÚLIO ALVES GÓES","PSL","RJ","DEPUTADO FEDERAL",190000000366
"LAYDSON CARLOS DE SOUZA CRUZ","PSL","RJ","DEPUTADO FEDERAL",190000000367
"MARCELINO FRANCISCO SOARES","PSL","RJ","DEPUTADO FEDERAL",190000000369
"MARCIO DE SOUZA CORREA","PSL","RJ","DEPUTADO FEDERAL",190000000370
"MARCOS ANTONIO CANDIDO MANSO","PSL","RJ","DEPUTADO FEDERAL",190000000371
"MARIA EDNA DA CRUZ SIMÕES","PSL","RJ","DEPUTADO FEDERAL",190000000372
"MARTINHO LUTERO PEREIRA MONTEIRO","PSL","RJ","DEPUTADO FEDERAL",190000000373
"MICHELE AURORA CALDAS","PSL","RJ","DEPUTADO FEDERAL",190000000374
"PATRÍCIA CARVALHO FALCÃO","PSL","RJ","DEPUTADO FEDERAL",190000000375
"PAULO ROBERTO ALVES DE OLIVEIRA","PSL","RJ","DEPUTADO FEDERAL",190000000376
"PEDRO CHAVARRY DUARTE","PSL","RJ","DEPUTADO FEDERAL",190000000377
"ROMULO ARTUR COSTA","PSL","RJ","DEPUTADO FEDERAL",190000000378
"VERA LUCIA FIGUEIREDO DOS SANTOS","PSL","RJ","DEPUTADO FEDERAL",190000000380
"ZEGUIAR DA SILVA RODRIGUES","PSL","RJ","DEPUTADO FEDERAL",190000000381
"FLÁVIA RODRIGUES DA CUNHA","SD","RJ","DEPUTADO FEDERAL",190000000382
"FERNANDO DA SILVA FERNANDES","SD","RJ","DEPUTADO FEDERAL",190000000383
"EDSON SILVA DE OLIVEIRA","SD","RJ","DEPUTADO FEDERAL",190000000384
"CLAUDIA DE JESUS ANTUNES DE SOUZA","SD","RJ","DEPUTADO FEDERAL",190000000385
"ATHAYDE GOMES DE LUCENA","SD","RJ","DEPUTADO FEDERAL",190000000386
"GEISO PEREIRA TURQUES","SD","RJ","DEPUTADO FEDERAL",190000000387
"CHRISTIANO PEREIRA HUGUENIN","SD","RJ","DEPUTADO FEDERAL",190000000388
"INGRID MERENDA NOBRE GIRÃO","SD","RJ","DEPUTADO FEDERAL",190000000389
"AUREO LIDIO MOREIRA RIBEIRO","SD","RJ","DEPUTADO FEDERAL",190000000390
"CAROLINA VIANNA GUIMARAES BARROS","SD","RJ","DEPUTADO FEDERAL",190000000391
"ISAIAS DE OLIVEIRA","SD","RJ","DEPUTADO FEDERAL",190000000392
"ANDREI LARA SOARES","SD","RJ","DEPUTADO FEDERAL",190000000393
"ANTONIO CARLOS DA SILVA PASSOS","SD","RJ","DEPUTADO FEDERAL",190000000394
"EZEQUIEL CORTAZ TEIXEIRA","SD","RJ","DEPUTADO FEDERAL",190000000395
"LEONARDO FRANCO PEREIRA","SD","RJ","DEPUTADO FEDERAL",190000000396
"ELNORA CASTRO SOARES NASCIMENTO DA COSTA E SILVA","SD","RJ","DEPUTADO FEDERAL",190000000397
"RICARDO DE SOUZA COSTA","SD","RJ","DEPUTADO FEDERAL",190000000398
"LUIZ FELIPE HIRTZ GUERRA","PCO","RJ","DEPUTADO FEDERAL",190000000399
"ABEL DE PAULA E SILVA SEGUNDO","PSOL","RJ","DEPUTADO FEDERAL",190000000400
"ANDERSON BRAGA MIRANDA","PSOL","RJ","DEPUTADO ESTADUAL",190000000401
"ANDRÉ MAGALHÃES BARROS","PSOL","RJ","DEPUTADO ESTADUAL",190000000402
"DJAMIM FERREIRA DE SOUZA","PSOL","RJ","DEPUTADO ESTADUAL",190000000403
"ELIOMAR DE SOUZA COELHO","PSOL","RJ","DEPUTADO ESTADUAL",190000000404
"ERIK SCHUNK VASCONCELLOS","PSOL","RJ","DEPUTADO ESTADUAL",190000000405
"FERNANDO AUGUSTO COELHO DA ROCHA","PSOL","RJ","DEPUTADO ESTADUAL",190000000406
"FLAVIA COSTA RODRIGUES LEAUBON","PSOL","RJ","DEPUTADO ESTADUAL",190000000407
"GLAUCIO JOSE DE MATTOS JULIANELLI","PSOL","RJ","DEPUTADO ESTADUAL",190000000408
"TARCISIO MOTTA DE CARVALHO","PSOL","RJ","GOVERNADOR",190000000409
"PEDRO ROSA CABRAL","PSOL","RJ","SENADOR",190000000410
"JOSÉ RENATO GOMES DA COSTA","PSOL","RJ","VICE-GOVERNADOR",190000000411
"ANA CRISTINA CARVALHAES MACHADO","PSOL","RJ","1º SUPLENTE",190000000412
"CARLOS EDUARDO DIAS DO NASCIMENTO FERNANDES DOS SANTOS","PSOL","RJ","2º SUPLENTE",190000000413
"FRANCISCO RODRIGUES DE ALENCAR FILHO","PSOL","RJ","DEPUTADO FEDERAL",190000000414
"JEAN WYLLYS DE MATOS SANTOS","PSOL","RJ","DEPUTADO FEDERAL",190000000415
"MARCIO DE OLIVEIRA MARQUES","PSOL","RJ","DEPUTADO ESTADUAL",190000000416
"JOSÉ CARLOS OLIVEIRA SACRAMENTO","PSOL","RJ","DEPUTADO ESTADUAL",190000000417
"DERLI CIPRIANO VALIÃO DO NASCIMENTO","PSOL","RJ","DEPUTADO FEDERAL",190000000418
"MARCELO RIBEIRO FREIXO","PSOL","RJ","DEPUTADO ESTADUAL",190000000419
"FERNANDO SÉRGIO DO SANTOS","PSOL","RJ","DEPUTADO ESTADUAL",190000000420
"RICARDO JOSÉ FERREIRA","PSOL","RJ","DEPUTADO ESTADUAL",190000000421
"MARCELO DA SILVA SOUZA","PSOL","RJ","DEPUTADO ESTADUAL",190000000422
"LUCIANO DA SILVA BARBOZA","PSOL","RJ","DEPUTADO ESTADUAL",190000000423
"FABIO MOREIRA DA SILVA","PSOL","RJ","DEPUTADO ESTADUAL",190000000424
"JOSEMAR PINHEIRO DE CARVALHO","PSOL","RJ","DEPUTADO ESTADUAL",190000000425
"WENDERSON DIAS RIBEIRO","PSOL","RJ","DEPUTADO FEDERAL",190000000426
"GEZIVALDO RENATINHO RIBEIRO DE FREITAS","PSOL","RJ","DEPUTADO ESTADUAL",190000000427
"CARLOS ALBERTO MELO DA SILVA","PSOL","RJ","DEPUTADO ESTADUAL",190000000428
"EDMILSON ROSARIO DA SILVA","PSOL","RJ","DEPUTADO FEDERAL",190000000429
"MARCIO FERREIRA LAMEIRA","PSOL","RJ","DEPUTADO FEDERAL",190000000430
"LUCIO MAURO RODRIGUES DE OLIVEIRA","PSOL","RJ","DEPUTADO ESTADUAL",190000000431
"IVANILDO FELIX CANDIDO","PSOL","RJ","DEPUTADO FEDERAL",190000000432
"FLÁVIO ALVES SERAFINI","PSOL","RJ","DEPUTADO ESTADUAL",190000000433
"PAULO SÉRGIO RAMOS BARBOZA","PSOL","RJ","DEPUTADO ESTADUAL",190000000434
"FÁTIMA DA SILVA CARREIRO","PSOL","RJ","DEPUTADO ESTADUAL",190000000435
"VERACI AUGUSTO ARCANJO","PSOL","RJ","DEPUTADO FEDERAL",190000000436
"VALDINEI MEDINA MACHADO","PSOL","RJ","DEPUTADO FEDERAL",190000000437
"FRANCISCO DE PAULA DOS REIS LIMA","PSOL","RJ","DEPUTADO FEDERAL",190000000438
"OTÁVIO DE SOUZA VANDERLEI","PSOL","RJ","DEPUTADO ESTADUAL",190000000439
"VERISSIMO MOREIRA DA SILVA FILHO","PSOL","RJ","DEPUTADO FEDERAL",190000000440
"JOSE BARROS PINTO","PSOL","RJ","DEPUTADO ESTADUAL",190000000441
"WILSON FERNANDES PEREIRA","PSOL","RJ","DEPUTADO FEDERAL",190000000442
"RONALDO SILVA DA CONCEIÇÃO","PSOL","RJ","DEPUTADO ESTADUAL",190000000443
"FERNANDA BERNARDO MARTINS","PSOL","RJ","DEPUTADO ESTADUAL",190000000444
"JOÃO BATISTA OLIVEIRA DE ARAUJO","PSOL","RJ","DEPUTADO FEDERAL",190000000445
"MARCIA GOTTGTROY FRAGA ZIGOLIS","PSOL","RJ","DEPUTADO ESTADUAL",190000000446
"RITA HELENA GOMES LIMA","PSOL","RJ","DEPUTADO ESTADUAL",190000000447
"ADRIANA RODRIGUES DE OLIVEIRA","PSOL","RJ","DEPUTADO FEDERAL",190000000448
"MARCO AURÉLIO TROCADO PAES","PSOL","RJ","DEPUTADO ESTADUAL",190000000449
"ARISTEU ADRIEN DE ALBUQUERQUE","PSOL","RJ","DEPUTADO ESTADUAL",190000000450
"ALEX PIMENTA BENTO","PSOL","RJ","DEPUTADO FEDERAL",190000000451
"FABIANO DE SOUZA VIEIRA","PSOL","RJ","DEPUTADO FEDERAL",190000000452
"JACQUELINE MELO DA MATA FIGUEIREDO","PSOL","RJ","DEPUTADO FEDERAL",190000000453
"MARCELO DA SILVA RIBEIRO","PSOL","RJ","DEPUTADO FEDERAL",190000000454
"RONAN RIBEIRO DOS SANTOS","PSOL","RJ","DEPUTADO FEDERAL",190000000455
"JOSÉ BATISTA DA SILVA JUNIOR","PSOL","RJ","DEPUTADO ESTADUAL",190000000456
"MARIA DE FATIMA MENEZES DE SOUSA","PSOL","RJ","DEPUTADO ESTADUAL",190000000457
"PRISCILA GUEDES DA SILVA","PSOL","RJ","DEPUTADO ESTADUAL",190000000458
"RAFAEL ARAUJO DE ANDRADE","PSOL","RJ","DEPUTADO ESTADUAL",190000000459
"RONEI DE AGUIAR CARVALHO","PSOL","RJ","DEPUTADO ESTADUAL",190000000460
"LOURDES BAPTISTA DA SILVA","PSOL","RJ","DEPUTADO FEDERAL",190000000461
"PAULO EDUARDO GOMES","PSOL","RJ","DEPUTADO FEDERAL",190000000462
"RENATO ATHAYDE SILVA","PSOL","RJ","DEPUTADO FEDERAL",190000000463
"HAFID OMAR ABDEL MELEK DE CARVALHO","PSOL","RJ","DEPUTADO ESTADUAL",190000000464
"ADRIANA BITENCOURT DA SILVA","PSOL","RJ","DEPUTADO FEDERAL",190000000465
"VALMIR DE CARVALHO FARIA","PSOL","RJ","DEPUTADO FEDERAL",190000000466
"MARIA DE FATIMA ALVES SOUTO","PSOL","RJ","DEPUTADO ESTADUAL",190000000467
"JANE ALVES DE OLIVEIRA","PSOL","RJ","DEPUTADO FEDERAL",190000000468
"ANTONIO OLIVEIRA DE ANDRADE","PSOL","RJ","DEPUTADO ESTADUAL",190000000469
"DENISE PEREIRA DO NASCIMENTO","PSOL","RJ","DEPUTADO FEDERAL",190000000470
"RONALDO LUIZ GOMES","PSOL","RJ","DEPUTADO FEDERAL",190000000471
"MARCUS VINICIUS FERREIRA DOS SANTOS","PSOL","RJ","DEPUTADO ESTADUAL",190000000472
"NEY COELHO MOREIRA","PSOL","RJ","DEPUTADO ESTADUAL",190000000473
"ROSE CIPRIANO LAPA","PSOL","RJ","DEPUTADO ESTADUAL",190000000474
"ALEXANDER JOSÉ NUNES SANTANA","PSOL","RJ","DEPUTADO ESTADUAL",190000000475
"ALMIR PAULO DE LIMA","PSOL","RJ","DEPUTADO ESTADUAL",190000000476
"ROSANA COSTA PONGELUPPE","PSOL","RJ","DEPUTADO ESTADUAL",190000000477
"DARCY BERNARDO FILHO","PSOL","RJ","DEPUTADO FEDERAL",190000000478
"MARCELO SILVEIRA DE CARVALHO","PSOL","RJ","DEPUTADO FEDERAL",190000000479
"SOLANGE DOS SANTOS PACHECO","PSOL","RJ","DEPUTADO FEDERAL",190000000480
"ANA PAULA DE SOUZA RODRIGUES","PSOL","RJ","DEPUTADO FEDERAL",190000000481
"ALEXANDRE BELLINI","PSOL","RJ","DEPUTADO ESTADUAL",190000000482
"MARIA IVONE SAPUCAIA PITA","PSOL","RJ","DEPUTADO ESTADUAL",190000000483
"BEATRICE MILLER CORDOEIRA","PSOL","RJ","DEPUTADO FEDERAL",190000000484
"NILSON RODRIGUES ALVES","PSOL","RJ","DEPUTADO FEDERAL",190000000485
"BRUNO PIRES DE OLIVEIRA MATTOS","PSOL","RJ","DEPUTADO ESTADUAL",190000000486
"MARIVONE VIEIRA LIMA SOUZA","PSOL","RJ","DEPUTADO FEDERAL",190000000487
"EDUARDO DE ALMEIDA SANTOS","PSOL","RJ","DEPUTADO FEDERAL",190000000488
"RAMON VIEIRA FAUSTO","PSOL","RJ","DEPUTADO FEDERAL",190000000489
"ADENILSON JOSÉ MESSIAS","PSOL","RJ","DEPUTADO FEDERAL",190000000490
"BENEVENUTO DACIOLO FONSECA DOS SANTOS","PSOL","RJ","DEPUTADO FEDERAL",190000000491
"ERONILDO MEZINI FERREIRA","PSOL","RJ","DEPUTADO FEDERAL",190000000492
"FERNANDO ALVES DE LIMA INACIO SILVA","PSOL","RJ","DEPUTADO FEDERAL",190000000493
"ANA DE SOUZA VANDERLEI","PSOL","RJ","DEPUTADO ESTADUAL",190000000494
"JOÃO CARLOS STILBEN MORATA","PSOL","RJ","DEPUTADO ESTADUAL",190000000495
"ARY GABRIEL GIROTA DE SOUZA","PSOL","RJ","DEPUTADO ESTADUAL",190000000496
"CAMILA LEITE VAZ DA SILVA","PSOL","RJ","DEPUTADO ESTADUAL",190000000497
"RICARDO NUNES DE LIMA","PSOL","RJ","DEPUTADO ESTADUAL",190000000498
"SANDRO SABINO SAAR LISBOA","PSOL","RJ","DEPUTADO FEDERAL",190000000499
"VANESSA MOREIRA SCHUWENCK","PSOL","RJ","DEPUTADO FEDERAL",190000000500
"EDMILSON RIBEIRO GOMES","PSOL","RJ","DEPUTADO FEDERAL",190000000501
"HÉLIO JORGE DA SILVA","PSOL","RJ","DEPUTADO ESTADUAL",190000000502
"RICARDO CESAR TEIXEIRA PESSANHA","PSOL","RJ","DEPUTADO FEDERAL",190000000503
"JANIRA DA ROCHA SILVA COELHO BARRETO","PSOL","RJ","DEPUTADO ESTADUAL",190000000504
"JANETE CLER BRAGA LISBOA","PSOL","RJ","DEPUTADO ESTADUAL",190000000505
"EVA LÚCIA DA SILVA","PSOL","RJ","DEPUTADO ESTADUAL",190000000506
"ANA PAULA DA SILVA SOUZA","PSOL","RJ","DEPUTADO FEDERAL",190000000507
"RICARDO DEMETRIO FERREIRA PIMENTEL","PSOL","RJ","DEPUTADO FEDERAL",190000000508
"MARIA DAS GRAÇAS GOMES RODRIGUES","PSOL","RJ","DEPUTADO ESTADUAL",190000000509
"ANTONIO DE FIGUEIREDO MARTINS FILHO","PSOL","RJ","DEPUTADO ESTADUAL",190000000510
"ROGERIO DA SILVA GOMES","PSOL","RJ","DEPUTADO FEDERAL",190000000511
"ELISABETE MARIA DE SOUZA DA SILVA","PSOL","RJ","DEPUTADO ESTADUAL",190000000512
"CÁTIA MARIA DA SILVA","PSOL","RJ","DEPUTADO FEDERAL",190000000513
"MARIANA CRISTINA MORAES DA CUNHA","PSOL","RJ","DEPUTADO FEDERAL",190000000514
"ADELSON PEREIRA GUEDES","PT","RJ","DEPUTADO ESTADUAL",190000000515
"SOLANGE ROSA DE SOUZA","PT","RJ","DEPUTADO ESTADUAL",190000000516
"EDVALDO SANTOS COSTA FILHO","PT","RJ","DEPUTADO ESTADUAL",190000000517
"ROSIMERI DA SILVA MARONGIU","PT","RJ","DEPUTADO ESTADUAL",190000000518
"CRISTIANO CORDEIRO DOS SANTOS","PT","RJ","DEPUTADO ESTADUAL",190000000519
"JOSÉ MAURO MAZELIAH DE OLIVEIRA","PT","RJ","DEPUTADO ESTADUAL",190000000520
"ROSANGELA DE OLIVEIRA ZEIDAN","PT","RJ","DEPUTADO ESTADUAL",190000000521
"FRANCISCO CARLOS DE ANDRADE PORTUGAL","PT","RJ","DEPUTADO ESTADUAL",190000000522
"HÉLIO RICARDO LEITE PORTO","PT","RJ","DEPUTADO ESTADUAL",190000000523
"ROBERCIL DA ROCHA PARREIRA","PT","RJ","DEPUTADO ESTADUAL",190000000524
"ANGELITA JESUS CARVALHO DA SILVA","PT","RJ","DEPUTADO ESTADUAL",190000000525
"CARLOS MINC BAUMFELD","PT","RJ","DEPUTADO ESTADUAL",190000000526
"OCYR DE LIMA MONTEIRO JUNIOR","PT","RJ","DEPUTADO ESTADUAL",190000000527
"ELTON JORGE HAUAT","PT","RJ","DEPUTADO ESTADUAL",190000000528
"MARIA ISABEL DA SILVA ROSA COSTA","PT","RJ","DEPUTADO ESTADUAL",190000000529
