nome,partido,uf,cargo,sequencial
"IVAN MOREIRA DA SILVA",PRTB,DF,"DEPUTADO DISTRITAL",70000000006
"FRANCISCO ALVES DE OLIVEIRA NETO",PRTB,DF,"DEPUTADO DISTRITAL",70000000005
"RITA DE CASSIA SIQUEIRA DIENSTMANN",PRTB,DF,"DEPUTADO DISTRITAL",70000000004
"OSWALDO JUNQUEIRA VAZ",PRTB,DF,"DEPUTADO DISTRITAL",70000000003
"CLAUDIA NEVES DE SOUZA",PRTB,DF,"DEPUTADO DISTRITAL",70000000002
"FERNANDO BATISTA FERNANDES",PRTB,DF,"DEPUTADO DISTRITAL",70000000001
"ARNALDO PAULINO DE MELO",PHS,DF,"DEPUTADO DISTRITAL",70000000099
"AKILLA MARIA DE MELO MARINHO BITTENCOURT",PHS,DF,"DEPUTADO DISTRITAL",70000000098
"ADRIANO ALBERTO XAVIER LEVAY",PHS,DF,"DEPUTADO DISTRITAL",70000000097
"ADEMIR RODRIGUES PEREIRA JUNIOR",PHS,DF,"DEPUTADO DISTRITAL",70000000096
"MARIANE BLANCATO PONTES SILVA","PT do B",DF,"DEPUTADO DISTRITAL",70000000095
"JOSE BATISTA DA SILVA","PT do B",DF,"DEPUTADO DISTRITAL",70000000094
"LEVI OBADIA ARAUJO SANTOS","PT do B",DF,"DEPUTADO DISTRITAL",70000000093
"BRUNO LUIZ DE MOURA TELLES","PT do B",DF,"DEPUTADO DISTRITAL",70000000092
"HORACIO MOREIRA DE MOURA","PT do B",DF,"DEPUTADO DISTRITAL",70000000091
"EVERARDO ALVES RIBEIRO","PT do B",DF,"DEPUTADO DISTRITAL",70000000090
"FABIANA GRAZIELLE ANDRADE FERREIRA","PT do B",DF,"DEPUTADO DISTRITAL",70000000089
"NICOLINO CASELATO","PT do B",DF,"DEPUTADO DISTRITAL",70000000088
"NEZILDO MONTEIRO DE ALMEIDA","PT do B",DF,"DEPUTADO DISTRITAL",70000000087
"MARIA JACI CARDOSO FARIAS","PT do B",DF,"DEPUTADO DISTRITAL",70000000086
"TERCIO MENDES DE SOUSA","PT do B",DF,"DEPUTADO DISTRITAL",70000000085
"CLAUDIO MARCELO RIBEIRO BORGES","PT do B",DF,"DEPUTADO DISTRITAL",70000000084
"PAULO ROBERTO PEREIRA BRANDAO","PT do B",DF,"DEPUTADO DISTRITAL",70000000083
"GERALDO FRANCISCO DA CRUZ","PT do B",DF,"DEPUTADO DISTRITAL",70000000082
"GILMAR PEREIRA DA COSTA","PT do B",DF,"DEPUTADO DISTRITAL",70000000081
"WANDERLEY ALVES BORGES","PT do B",DF,"DEPUTADO DISTRITAL",70000000080
"IVANILDO PEREIRA DUARTE","PT do B",DF,"DEPUTADO DISTRITAL",70000000079
"CLAYTON PEREIRA FAUSTINO","PT do B",DF,"DEPUTADO DISTRITAL",70000000078
"LEONARDO CANABRAVA DE QUEIROZ",PHS,DF,"DEPUTADO DISTRITAL",70000000122
"JULIANA FERREIRA ALVES",PHS,DF,"DEPUTADO DISTRITAL",70000000121
"JOSE WELLINGTON CAMARGO LIMA",PHS,DF,"DEPUTADO DISTRITAL",70000000120
"JOSE SINEZIO RODRIGUES DE SOUSA",PHS,DF,"DEPUTADO DISTRITAL",70000000119
"JOSE FRANCISCO DA SILVA",PHS,DF,"DEPUTADO DISTRITAL",70000000118
"MARIA LUCIA FATTORELLI CARNEIRO",PSOL,DF,"DEPUTADO FEDERAL",70000000171
"AMINTAS FERREIRA DA ROCHA",PSOL,DF,"DEPUTADO FEDERAL",70000000170
"DIVINO ROCHA GONÇALVES DE ALCÂNTARA",PSOL,DF,"DEPUTADO FEDERAL",70000000169
"RAFAEL MADEIRA DA VEIGA",PSOL,DF,"DEPUTADO FEDERAL",70000000168
"ANTÔNIO CARLOS DE ANDRADE",PSOL,DF,GOVERNADOR,70000000167
"ANTONIO RICARDO MARTINS GUILLEN",PSTU,DF,VICE-GOVERNADOR,70000000166
"EDSON DA SILVA",PSTU,DF,"DEPUTADO FEDERAL",70000000165
"MÁCIA MEDEIROS DOS SANTOS TEIXEIRA",PSTU,DF,"DEPUTADO FEDERAL",70000000164
"FRANCISCO JOSE TARGINO",PSTU,DF,"2º SUPLENTE",70000000163
"SILVIO SOARES FILHO",PSTU,DF,"1º SUPLENTE",70000000162
"ROBSON RAYMUNDO DA SILVA",PSTU,DF,SENADOR,70000000161
"JOSE GONÇALVES DE ALMEIDA",PSTU,DF,"DEPUTADO DISTRITAL",70000000160
"TANIA MARIA OLIVEIRA DA SILVA",PCB,DF,"2º SUPLENTE",70000000159
"MARIA DE FATIMA FERNANDES GUIMARÃES",PCB,DF,"1º SUPLENTE",70000000158
"IGOR SANTA CRUZ LOPES",PCB,DF,"DEPUTADO FEDERAL",70000000157
"JAMIL MAGARI",PCB,DF,SENADOR,70000000156
"SANDRA LEITE TEIXEIRA",PCB,DF,"DEPUTADO DISTRITAL",70000000155
"ELIANA MARIA PASSOS PEDROSA",PPS,DF,VICE-GOVERNADOR,70000000154
"JOSÉ ROBERTO ARRUDA",PR,DF,GOVERNADOR,70000000153
"ANTONIO FERREIRA ALVES",PV,DF,"DEPUTADO DISTRITAL",70000000249
"SHISLANE GUIMARAES LOPES",PRP,DF,"DEPUTADO DISTRITAL",70000000248
"JOAQUIM WALDEILTON CAMPOS",PRP,DF,"DEPUTADO DISTRITAL",70000000247
"FRANCISCO ALVES MARTINS",PRP,DF,"DEPUTADO DISTRITAL",70000000246
"CELIO RIGUETE GUIMARAES",PRP,DF,"DEPUTADO DISTRITAL",70000000245
"VALDELINO RODRIGUES BARCELOS",PRP,DF,"DEPUTADO DISTRITAL",70000000244
"SEBASTIÃO RODRIGUES DE AGUIAR",PRP,DF,"DEPUTADO DISTRITAL",70000000243
"GODOFREDO GONÇALVES FILHO",PRP,DF,"DEPUTADO DISTRITAL",70000000242
"DAIANNE COUTO DE PAULO",PRP,DF,"DEPUTADO DISTRITAL",70000000241
"TATIANA ARANTES MARTINS",PRP,DF,"DEPUTADO DISTRITAL",70000000240
"MANUEL VICENTE SERRÃO DE SOUSA",PRP,DF,"DEPUTADO DISTRITAL",70000000239
"ARI DOS SANTOS","PT do B",DF,"DEPUTADO DISTRITAL",70000000077
"LAERCIO CUNHA MOLL","PT do B",DF,"DEPUTADO DISTRITAL",70000000076
"REGINALDO JESUS ALMEIDA","PT do B",DF,"DEPUTADO DISTRITAL",70000000075
"EZEQUIAS PEREIRA DA SILVA","PT do B",DF,"DEPUTADO DISTRITAL",70000000074
"JOSE TENORIO DA SILVA NETO","PT do B",DF,"DEPUTADO DISTRITAL",70000000073
"CATIA LUCIA COSTA DE OLIVEIRA",PMN,DF,"DEPUTADO DISTRITAL",70000000072
"JANICE GOMES DA SILVA",PRTB,DF,"DEPUTADO DISTRITAL",70000000071
"SOLINO NAVES JUNIOR",PRTB,DF,"DEPUTADO DISTRITAL",70000000070
"RODOLFO JOSE KUHN",PRTB,DF,"DEPUTADO DISTRITAL",70000000069
"SÉRGIO PAULO DA SILVA CAMPOS",PMN,DF,"DEPUTADO DISTRITAL",70000000068
"ROGÉRIO DA COSTA",PMN,DF,"DEPUTADO DISTRITAL",70000000067
"PEDRO RODRIGUES DE CARVALHO",PMN,DF,"DEPUTADO DISTRITAL",70000000066
"MOISES DE OLIVEIRA ANDRADE",PMN,DF,"DEPUTADO DISTRITAL",70000000065
"MESSIAS SANTANA MOTA JUNIOR",PMN,DF,"DEPUTADO DISTRITAL",70000000064
"MARIDETE BARNABÉ DE SOUSA MELO",PMN,DF,"DEPUTADO DISTRITAL",70000000063
"MARIANO PEDRO DO NASCIMENTO",PMN,DF,"DEPUTADO DISTRITAL",70000000062
"LEONICE TEIXEIRA MUNIZ RABELO",PMN,DF,"DEPUTADO DISTRITAL",70000000061
"LEMOS ANTÔNIO CAVALCANTE MACEDO",PMN,DF,"DEPUTADO DISTRITAL",70000000060
"JUARÊZ DE PAULA SANTOS",PMN,DF,"DEPUTADO DISTRITAL",70000000059
"JAQUELINE DE OLIVEIRA SILVA",PMN,DF,"DEPUTADO DISTRITAL",70000000058
"JANE DA CONCEIÇÃO ALVES",PMN,DF,"DEPUTADO DISTRITAL",70000000057
"JACKSON RIBEIRO DA SILVA",PMN,DF,"DEPUTADO DISTRITAL",70000000056
"GEORGINA DE SANTANA SILVA",PMN,DF,"DEPUTADO DISTRITAL",70000000055
"EVERTON PEREIRA DE BRITO",PMN,DF,"DEPUTADO DISTRITAL",70000000054
"CHRISTIAN LUIS COSTA DE OLIVEIRA",PMN,DF,"DEPUTADO DISTRITAL",70000000053
"ALEX RICHARDSON DE SOUZA GAIA",PMN,DF,"DEPUTADO DISTRITAL",70000000052
"ALCIONE PEREIRA RAMOS",PMN,DF,"DEPUTADO DISTRITAL",70000000051
"GLAUCY CRISPIM GONÇALVES",PRTB,DF,"DEPUTADO DISTRITAL",70000000050
"SAIONARA CORTES NUNES",PRTB,DF,"DEPUTADO DISTRITAL",70000000049
"RAIMUNDO NONATO DOS SANTOS",PRTB,DF,"DEPUTADO DISTRITAL",70000000048
"LILIANE MARIA RORIZ",PRTB,DF,"DEPUTADO DISTRITAL",70000000047
"JUAREZ CARLOS DE LIMA OLIVEIRA",PRTB,DF,"DEPUTADO DISTRITAL",70000000046
"JOÃO MARCOS DA MOTA BASTOS",PRTB,DF,"DEPUTADO DISTRITAL",70000000045
"IRACEMA CHRISTIANE GALVÃO TABOSA",PRTB,DF,"DEPUTADO DISTRITAL",70000000044
"JANIO FARIAS MARQUES",PRTB,DF,"DEPUTADO DISTRITAL",70000000043
"ELIOMAR RODRIGUES DE SOUZA",PRTB,DF,"DEPUTADO DISTRITAL",70000000042
"VALDECI BARBOSA BARROS",PMN,CE,"DEPUTADO FEDERAL",60000001000
"IDEMAR LOIOLA CITÓ",DEM,CE,"DEPUTADO ESTADUAL",60000000990
"MARCOS HELENO BARBOSA DOS SANTOS",PSDB,CE,"DEPUTADO ESTADUAL",60000000989
"JOSÉ EVALDO RIBEIRO",PMDB,CE,"DEPUTADO ESTADUAL",60000000988
"MARIA IEDA FERREIRA MAIA",PMDB,CE,"DEPUTADO ESTADUAL",60000000987
"MARCO FEITOZA DE ALBUQUERQUE FREITAS",PMDB,CE,"DEPUTADO ESTADUAL",60000000986
"CLEIDIA FREIRES VIEIRA",PR,CE,"DEPUTADO ESTADUAL",60000000985
"JOSE CAVALCANTE MAIA",PEN,CE,"DEPUTADO ESTADUAL",60000000857
"VALMIR DOS SANTOS SILVA",PSD,CE,"DEPUTADO FEDERAL",60000000881
"FRANCILENE CÂNDIDO DOS SANTOS",PSOL,CE,"DEPUTADO FEDERAL",60000000397
"MARIA DE JESUS DOS SANTOS",PEN,CE,"DEPUTADO ESTADUAL",60000000873
"JOÃO BOSCO DE MELO GARRIDO",PEN,CE,"DEPUTADO ESTADUAL",60000000872
"JOÃO BATISTA DE VASCONCELOS",PEN,CE,"DEPUTADO ESTADUAL",60000000871
"JOSÉ NAURI DE SOUSA MOREIRA",PEN,CE,"DEPUTADO ESTADUAL",60000000870
"ISAÍAS ISÍDIO DE ALMEIDA JÚNIOR",PEN,CE,"DEPUTADO ESTADUAL",60000000869
"GETÚLIO CAVALCANTE E SILVA",PEN,CE,"DEPUTADO ESTADUAL",60000000868
"GERALDO CARLOS BURILE",PEN,CE,"DEPUTADO ESTADUAL",60000000867
"ADRIANA RODRIGUES ALVES",PEN,CE,"DEPUTADO ESTADUAL",60000000866
"ELANO IBIAPINA BEZERRA",PEN,CE,"DEPUTADO ESTADUAL",60000000865
"HENRY CHARLES VEIGA FERREIRA",PEN,CE,"DEPUTADO ESTADUAL",60000000864
"GEORGE DA JUSTA FEIJÃO",PEN,CE,"DEPUTADO ESTADUAL",60000000863
"VALDELUCIA SERPA FERREIRA",PEN,CE,"DEPUTADO ESTADUAL",60000000862
"TEODORICO JOSÉ SILVA NETO",PEN,CE,"DEPUTADO ESTADUAL",60000000861
"RAIMUNDO ROQUE NOGUEIRA",PEN,CE,"DEPUTADO ESTADUAL",60000000860
"LUIZ OCELO CAMPOS BEZERRA",PEN,CE,"DEPUTADO ESTADUAL",60000000859
"MARCELO AUGUSTO DOS SANTOS",PEN,CE,"DEPUTADO ESTADUAL",60000000858
"FRANCILDA DA SILVA JACINTO",PEN,CE,"DEPUTADO ESTADUAL",60000000856
"NUCIA MONTEIRO DA SILVA",PEN,CE,"DEPUTADO ESTADUAL",60000000854
"VERONICA GURGEL SILVA",PEN,CE,"DEPUTADO ESTADUAL",60000000855
"MANOEL CLIBERTO CARNEIRO PINHEIRO",PEN,CE,"DEPUTADO ESTADUAL",60000000853
"JOAO DAVI LIBERATO DA SILVA",PEN,CE,"DEPUTADO ESTADUAL",60000000852
"FRANCISCO NILTON DO NASCIMENTO LIMA",PEN,CE,"DEPUTADO ESTADUAL",60000000851
"CLAUDIO MARCOS LIMA DA SILVA",PEN,CE,"DEPUTADO ESTADUAL",60000000850
"CLAUDIA MARTINS BEZERRA",PEN,CE,"DEPUTADO ESTADUAL",60000000849
"CARLOS MAGNO DE ALMEIDA",PEN,CE,"DEPUTADO ESTADUAL",60000000848
"CARLOS ANTONIO OLIVEIRA LARANJEIRA",PEN,CE,"DEPUTADO ESTADUAL",60000000847
"BRUNO BARROS GONCALVES",PEN,CE,"DEPUTADO ESTADUAL",60000000845
"CARLOS ALBERTO DE CARVALHO PONTES",PEN,CE,"DEPUTADO ESTADUAL",60000000846
"BRUNA FEITOZA ALMEIDA",PEN,CE,"DEPUTADO ESTADUAL",60000000844
"AMARILIO FRANCISCO MOURA DE MELO",PEN,CE,"DEPUTADO ESTADUAL",60000000843
"ALISSON ANDRADE DA COSTA",PEN,CE,"DEPUTADO ESTADUAL",60000000842
"AGOSTINHO CLESON DE SOUSA LIMA",PEN,CE,"DEPUTADO ESTADUAL",60000000841
"LEÔNIDAS PROCOPIO MARTINS",PEN,CE,"DEPUTADO ESTADUAL",60000000840
"ISABEL CRISTINA DE MENEZES PACHECO FONTENELE",PEN,CE,"DEPUTADO ESTADUAL",60000000839
"RIVANIA MARIA SILVA DOS SANTOS",PEN,CE,"DEPUTADO ESTADUAL",60000000838
"FERNANDA KARLA VIANA RODRIGUES BARBOSA",PEN,CE,"DEPUTADO ESTADUAL",60000000837
"JOAO BATISTA ALBUQUERQUE DA SILVA",PEN,CE,"DEPUTADO ESTADUAL",60000000836
"FRANCISCO CHARLES COSTA DA SILVA",PEN,CE,"DEPUTADO ESTADUAL",60000000835
"MARIO HÉLIO PORTELA REINALDO FILHO",PEN,CE,"DEPUTADO ESTADUAL",60000000834
"JOSÉ MILTON ALVES",PEN,CE,"DEPUTADO ESTADUAL",60000000833
"GREGÓRIO SABÓIA GUIMARÃES DE ARAGÃO",PEN,CE,"DEPUTADO ESTADUAL",60000000832
"RAIMUNDO NONATO DE SOUZA",PRTB,CE,"DEPUTADO ESTADUAL",60000000831
"JOSÉ ACÉLIO PAULINO DE FREITAS",PRTB,CE,"DEPUTADO ESTADUAL",60000000830
"FRANCISCO ORLANCY MARQUES SILVA",PRTB,CE,"DEPUTADO ESTADUAL",60000000829
"CARLOS CÉSAR DOS SANTOS COSTA",PRTB,CE,"DEPUTADO ESTADUAL",60000000828
"ANTÔNIO ACCIOLY MAIA NETO",PRTB,CE,"DEPUTADO ESTADUAL",60000000827
"ANDRÉ BARRETO ESMERALDO",PRTB,CE,"DEPUTADO ESTADUAL",60000000826
"ALEXANDRE CUNHA JOCA",PRTB,CE,"DEPUTADO ESTADUAL",60000000825
"SAULO FIRMINO SILVA",PPL,CE,"DEPUTADO ESTADUAL",60000000824
"JOSIVAL GIRAO DA SILVA",PPL,CE,"DEPUTADO ESTADUAL",60000000823
"MAURILIO FERNANDES COELHO FILHO",PPL,CE,"DEPUTADO ESTADUAL",60000000822
"RITA CAROLINE PAIVA MILANÊZ",PPL,CE,"DEPUTADO ESTADUAL",60000000821
"JOSÉ ANCHIETA RODRIGUES",PPL,CE,"DEPUTADO ESTADUAL",60000000820
"FRANCISCO DAS CHAGAS PEREIRA DE MORAES",PPL,CE,"DEPUTADO ESTADUAL",60000000819
"RENATO LIMA JUNIOR",PPL,CE,"DEPUTADO ESTADUAL",60000000817
"EDUARDO ALVES DE SOUSA NETO",PPL,CE,"DEPUTADO ESTADUAL",60000000816
"RAIMUNDO FERREIRA LIMA",PPL,CE,"DEPUTADO ESTADUAL",60000000815
"PEDRO DA SILVA BESERRA",PTC,CE,"DEPUTADO ESTADUAL",60000000904
"JOSÉ MARIA ARAUJO BARROS",PTC,CE,"DEPUTADO ESTADUAL",60000000903
"PAULO SÉRGIO MEIRELES MARQUES",PTC,CE,"DEPUTADO ESTADUAL",60000000902
"ANTONIO MAURICIO BEZERRA",PTC,CE,"DEPUTADO ESTADUAL",60000000899
"ANTONIO CARLOS RIBEIRO DE MORAIS",PV,CE,"DEPUTADO FEDERAL",60000000896
"SINVAL VICENTE DE SOUSA JUNIOR",PPS,CE,"DEPUTADO ESTADUAL",60000000895
"VERA LUCIA RODRIGUES DE LIMA",PTN,CE,"DEPUTADO ESTADUAL",60000000894
"CRISTIANE DA SILVA JANUÁRIO","PT do B",CE,"DEPUTADO ESTADUAL",60000000892
"MARCOS ANTONIO SILVA VERAS COELHO",PSDB,CE,"DEPUTADO ESTADUAL",60000000562
"MARIA VILANI GOMES SIQUEIRA",PPS,CE,"DEPUTADO ESTADUAL",60000000888
"FRANCISCA SONIA DE NEIA FARIAS",PTC,CE,"DEPUTADO ESTADUAL",60000000981
"MARIA ALDENIR PEREIRA PAZ",PV,CE,"DEPUTADO FEDERAL",60000000962
"JACI OLIVEIRA MARQUES",PSOL,CE,"DEPUTADO ESTADUAL",60000000961
"FRANCISCA ALVES DUARTE",PSOL,CE,"DEPUTADO ESTADUAL",60000000960
"DALILA MARIA ANDRADE DA SILVA",PTC,CE,"DEPUTADO ESTADUAL",60000000954
"MARIA CARINE NOGUEIRA DE AQUINO",PTC,CE,"DEPUTADO ESTADUAL",60000000953
"MANOEL VERAS",PTN,CE,"DEPUTADO ESTADUAL",60000001059
"TAMIRES CAMPOS GOES DA SILVA GUIMARÃES",PTC,CE,"DEPUTADO ESTADUAL",60000001057
"VANIA LUCIA DE CARVALHO",PTC,CE,"DEPUTADO ESTADUAL",60000001055
"MARIA ILANICE NEVES DE SOUSA",PSL,CE,"DEPUTADO ESTADUAL",60000001053
"JOSE ROBERTO DE AQUINO",PSD,CE,"DEPUTADO ESTADUAL",60000001052
"VALMIR DOS SANTOS SILVA",PSD,CE,"DEPUTADO FEDERAL",60000001051
"FRANCISCO PERES DE SOUZA",PMN,CE,"DEPUTADO ESTADUAL",60000001050
"WASHINGTON LUIS FARIAS PEDROSA",PSC,CE,"DEPUTADO ESTADUAL",60000001048
"FRANCISCO RODRIGUES FILHO",PROS,CE,"DEPUTADO ESTADUAL",60000001045
"JOSE HUMBERTO BESERRA LIMA",PROS,CE,"DEPUTADO ESTADUAL",60000001037
"MARINA PIRES DE SOUSA BRAGA",PEN,CE,"DEPUTADO ESTADUAL",60000001029
"ZORAIDE MARQUES BRASIL",PEN,CE,"DEPUTADO ESTADUAL",60000001024
"AILTON CLAECIO LOPES DANTAS",PSOL,CE,GOVERNADOR,60000000377
"FRANCISCO GERALDO MARINHO",PSC,CE,"DEPUTADO ESTADUAL",60000000018
"JOSÉ REGINALDO PAES RODRIGUES LINS",PRP,CE,"DEPUTADO ESTADUAL",60000001061
"MARCUS VAGNE REBOUÇAS",PPS,CE,"DEPUTADO ESTADUAL",60000001060
"AUDIC CAVALCANTE MOTA DIAS",PMDB,CE,"DEPUTADO ESTADUAL",60000001058
"MARIA HAGALHER NASCIMENTO DE ARAUJO",PTC,CE,"DEPUTADO ESTADUAL",60000001056
"AURELIO MORAES DA SILVA",PSC,CE,"DEPUTADO FEDERAL",60000001049
"BENEDITO DA COSTA SOUSA",PSC,CE,"DEPUTADO ESTADUAL",60000001047
"PATRICIA GALVAO CAMELO",PEN,CE,"DEPUTADO ESTADUAL",60000001036
"ALMIR CARNEIRO DE SOUSA",PSC,CE,"DEPUTADO ESTADUAL",60000001046
"ANA JULIA DA COSTA BRAVO","PT do B",CE,"DEPUTADO ESTADUAL",60000001030
"NAYARA LIMA COSTA",PRTB,CE,"DEPUTADO ESTADUAL",60000001001
"SERGIO SEBASTIÃO FERNANDES",PRP,CE,"DEPUTADO FEDERAL",60000000999
"MARIA JOSELIA CHAGAS DA SILVA",PMDB,CE,"DEPUTADO FEDERAL",60000000998
"FRANCISCO HERLANO RODRIGUES SABOIA",PSC,CE,"DEPUTADO FEDERAL",60000000997
"CARLOS FRANCISCO BONAPARTE",PSDB,CE,"DEPUTADO FEDERAL",60000000996
"FRANCISCA SUELY NOGUEIRA LIMA",PMDB,CE,"DEPUTADO FEDERAL",60000000995
"MARIA VALSELENA NOGUEIRA FELIX",PMDB,CE,"DEPUTADO FEDERAL",60000000994
"FRANCISCO CARLOS DE FREITAS",PMDB,CE,"DEPUTADO FEDERAL",60000000993
"FRANCISCO HELIO OLIVEIRA SILVA",PR,CE,"DEPUTADO FEDERAL",60000000992
"EUDINE DE ALMEIDA COSTA",PTC,CE,"DEPUTADO ESTADUAL",60000000991
"DELANA PIRES DE SOUSA",PEN,CE,"DEPUTADO ESTADUAL",60000000984
"SHIRLEY SILVA CAVALCANTI",PEN,CE,"DEPUTADO ESTADUAL",60000000983
"RENATA BEATRIZ DE SOUSA LIMA",PPL,CE,"DEPUTADO ESTADUAL",60000000982
"INACIO FRANCISCO DE ASSIS NUNES ARRUDA","PC do B",CE,"DEPUTADO FEDERAL",60000000957
"HILZA FERREIRA FREITAS",PTC,CE,"DEPUTADO ESTADUAL",60000000956
"CELINA NETO DA MOTTA",PEN,CE,"DEPUTADO FEDERAL",60000000955
"BENAIA SILVA NASCIMENTO",PTC,CE,"DEPUTADO ESTADUAL",60000000952
"JOSÉ ALBERTO FARIAS DE SOUSA",PTC,CE,"DEPUTADO ESTADUAL",60000000897
"MANOEL OCIAN BEZERRA",PPS,CE,"DEPUTADO ESTADUAL",60000000893
"CLÁUDIO OLIVEIRA LIMA JÚNIOR",PRTB,CE,"DEPUTADO ESTADUAL",60000000891
"AGENOR GOMES DE ARAUJO NETO",PMDB,CE,"DEPUTADO ESTADUAL",60000000484
"EDVALDO ARAÚJO OLIVEIRA",PPS,CE,"DEPUTADO ESTADUAL",60000000890
"LEONARDO CAVALCANTE BEZERRA JUNIOR",PPS,CE,"DEPUTADO ESTADUAL",60000000889
"ANTONIA GERCINA RIBEIRO LOPES",PPS,CE,"DEPUTADO ESTADUAL",60000000886
"JOÃO ANDRADE DA SILVA",PHS,CE,"DEPUTADO ESTADUAL",60000000885
"ANTONIO ALVES PAIVA",PSDC,CE,"DEPUTADO ESTADUAL",60000000884
"TERESINHA MARQUES DA SILVEIRA",PSDC,CE,"DEPUTADO ESTADUAL",60000000883
"AGENOR MANOEL RIBEIRO",PSDC,CE,"DEPUTADO ESTADUAL",60000000882
"ROBERTO SERGIO MACENA DA SILVA",PTB,CE,"DEPUTADO ESTADUAL",60000000737
"LIVIA CORREA DE ARRUDA",PTB,CE,"DEPUTADO ESTADUAL",60000000736
"JOSE ROCHA NETO",PTB,CE,"DEPUTADO ESTADUAL",60000000735
"FRANCISCO VALDETE VASCONCELOS ARAUJO",PTB,CE,"DEPUTADO ESTADUAL",60000000734
"DANIELLE DE ARAUJO LIMA AGUIAR",PTB,CE,"DEPUTADO ESTADUAL",60000000733
"RACHEL XIMENES MARQUES",PT,CE,"DEPUTADO ESTADUAL",60000000732
"MOISES BRAZ RICARDO",PT,CE,"DEPUTADO ESTADUAL",60000000731
"MARIA DO CARMO BEZERRA ALVES MARTINS",PT,CE,"DEPUTADO ESTADUAL",60000000730
"MANOEL RAIMUNDO DE SANTANA NETO",PT,CE,"DEPUTADO ESTADUAL",60000000729
"LUCIANTONIO ALMEIDA FALCÃO",PT,CE,"DEPUTADO ESTADUAL",60000000728
"JOAQUIM CARTAXO FILHO",PT,CE,"DEPUTADO ESTADUAL",60000000727
"GUILHERME DE FIGUEIREDO SAMPAIO",PT,CE,"DEPUTADO ESTADUAL",60000000726
"FRANCISCO JOSE TEIXEIRA",PT,CE,"DEPUTADO ESTADUAL",60000000725
"FRANCISCO JOSE PINHEIRO",PT,CE,"DEPUTADO ESTADUAL",60000000724
"ELMANO DE FREITAS DA COSTA",PT,CE,"DEPUTADO ESTADUAL",60000000723
"DJANIRA MARIA SILVA MENDES",PT,CE,"DEPUTADO ESTADUAL",60000000722
"ARTUR JOSE VIEIRA BRUNO",PT,CE,"DEPUTADO ESTADUAL",60000000721
"ANTONIO CARLOS DE FREITAS SOUZA",PT,CE,"DEPUTADO ESTADUAL",60000000720
"ANA VALERIA ESCOLASTICO MENDONÇA",PT,CE,"DEPUTADO ESTADUAL",60000000719
"ANA MARIA FERREIRA DA CUNHA CAMPOS",PT,CE,"DEPUTADO ESTADUAL",60000000718
"ALISIO DE MENEZES MEIRA",PT,CE,"DEPUTADO ESTADUAL",60000000717
"ROBSON GONÇALVES MONTEIRO",PRB,CE,"DEPUTADO ESTADUAL",60000000716
"RAIMUNDO LUSIETE RODRIGUES",PRB,CE,"DEPUTADO ESTADUAL",60000000715
"PAULA AZEVEDO DA SILVA",PRB,CE,"DEPUTADO ESTADUAL",60000000714
"MARIA JÚLIA MENDES DOS SANTOS",PRB,CE,"DEPUTADO ESTADUAL",60000000713
"JOSÉ WALTER CARNEIRO PIMENTEL",PRB,CE,"DEPUTADO ESTADUAL",60000000712
"GELSON FERRAZ DE MEDEIROS",PRB,CE,"DEPUTADO ESTADUAL",60000000711
"EUVALDO REIS DA COSTA",PRB,CE,"DEPUTADO ESTADUAL",60000000710
"DAVID DE ALBUQUERQUE DURAND",PRB,CE,"DEPUTADO ESTADUAL",60000000709
"ANTÔNIO FRANÇUÁ MACIEL",PRB,CE,"DEPUTADO ESTADUAL",60000000708
"ANGELITA MAGALHÃES MARTINS",PRB,CE,"DEPUTADO ESTADUAL",60000000707
"VERANEIDE SOUSA VASCONCELOS",PSL,CE,"DEPUTADO ESTADUAL",60000000706
"NAUMI GOMES DE AMORIM",PSL,CE,"DEPUTADO ESTADUAL",60000000705
"MARIA DO LIVRAMENTO ROCHA",PSL,CE,"DEPUTADO ESTADUAL",60000000704
"LUCIANO DE MELO SOUSA",PSL,CE,"DEPUTADO ESTADUAL",60000000703
"LUCIANA JOSÉ DE MORAIS TEIXEIRA",PSL,CE,"DEPUTADO ESTADUAL",60000000702
"IZIDÓRIO GALDINO NOBRE",PSL,CE,"DEPUTADO ESTADUAL",60000000701
"GABRIELA ARAUJO VIANA BEZERRA",PSL,CE,"DEPUTADO ESTADUAL",60000000700
"FRANCISCA EUGENIA DE LIMA BRICIO",PSL,CE,"DEPUTADO ESTADUAL",60000000699
"ELIENE LEITE ARAUJO BRASILEIRO",PROS,CE,"DEPUTADO ESTADUAL",60000000698
"ANA LAIS PEIXOTO CORREIA NUNES",PROS,CE,"DEPUTADO ESTADUAL",60000000697
"MIRIAN DE ALMEIDA RODRIGUES SOBREIRA",PROS,CE,"DEPUTADO ESTADUAL",60000000696
"ANTONIO ROQUE DE ARAUJO",PROS,CE,"DEPUTADO ESTADUAL",60000000695
"MANOEL DUCA DA SILVEIRA NETO",PROS,CE,"DEPUTADO ESTADUAL",60000000694
"SERGIO DE ARAUJO LIMA AGUIAR",PROS,CE,"DEPUTADO ESTADUAL",60000000693
"THIAGO CAMPELO NOGUEIRA",SD,CE,"DEPUTADO ESTADUAL",60000000692
"ODECIO RODRIGUES CARNEIRO",SD,CE,"DEPUTADO ESTADUAL",60000000691
"MARIA IDILVA ALBUQUERQUE BARBOSA",PTB,CE,"DEPUTADO FEDERAL",60000000811
